,fecha,reservas_internacionales
2226,2004-11-30,18944
2227,2004-12-01,19041
2228,2004-12-02,19091
2229,2004-12-03,19190
2230,2004-12-06,19257
2231,2004-12-07,19245
2232,2004-12-09,19088
2233,2004-12-10,19126
2234,2004-12-13,19208
2235,2004-12-14,19261
2236,2004-12-15,19326
2237,2004-12-16,19404
2238,2004-12-17,19445
2239,2004-12-20,19194
2240,2004-12-21,19262
2241,2004-12-22,19290
2242,2004-12-23,19383
2243,2004-12-24,19417
2244,2004-12-27,19522
2245,2004-12-28,19517
2246,2004-12-29,19498
2247,2004-12-30,19595
2248,2004-12-31,19646
2249,2005-01-03,19648
2250,2005-01-04,19641
2251,2005-01-05,19686
2252,2005-01-06,19643
2253,2005-01-07,19688
2254,2005-01-10,19733
2255,2005-01-11,19796
2256,2005-01-12,19847
2257,2005-01-13,19918
2258,2005-01-14,19795
2259,2005-01-17,19819
2260,2005-01-18,19814
2261,2005-01-19,19812
2262,2005-01-20,19813
2263,2005-01-21,19889
2264,2005-01-24,19940
2265,2005-01-25,19986
2266,2005-01-26,20067
2267,2005-01-27,20088
2268,2005-01-28,20090
2269,2005-01-31,20137
2270,2005-02-01,20221
2271,2005-02-02,20330
2272,2005-02-03,20322
2273,2005-02-04,20182
2274,2005-02-07,20202
2275,2005-02-08,20394
2276,2005-02-09,20409
2277,2005-02-10,20475
2278,2005-02-11,20514
2279,2005-02-14,20589
2280,2005-02-15,20499
2281,2005-02-16,20545
2282,2005-02-17,20662
2283,2005-02-18,20776
2284,2005-02-21,20776
2285,2005-02-22,20601
2286,2005-02-23,20651
2287,2005-02-24,20693
2288,2005-02-25,20720
2289,2005-02-28,20792
2290,2005-03-01,20795
2291,2005-03-02,20803
2292,2005-03-03,20901
2293,2005-03-04,20996
2294,2005-03-07,21035
2295,2005-03-08,21106
2296,2005-03-09,20879
2297,2005-03-10,20911
2298,2005-03-11,21044
2299,2005-03-14,21097
2300,2005-03-15,21075
2301,2005-03-16,21035
2302,2005-03-17,21030
2303,2005-03-18,20788
2304,2005-03-21,20729
2305,2005-03-22,20384
2306,2005-03-23,20350
2307,2005-03-28,20236
2308,2005-03-29,20173
2309,2005-03-30,20223
2310,2005-03-31,20339
2311,2005-04-01,20388
2312,2005-04-04,20407
2313,2005-04-05,20385
2314,2005-04-06,20453
2315,2005-04-07,20469
2316,2005-04-08,20457
2317,2005-04-11,20530
2318,2005-04-12,20558
2319,2005-04-13,20594
2320,2005-04-14,20602
2321,2005-04-15,20550
2322,2005-04-18,20639
2323,2005-04-19,20710
2324,2005-04-20,20804
2325,2005-04-21,20823
2326,2005-04-22,20785
2327,2005-04-25,20788
2328,2005-04-26,20789
2329,2005-04-27,20793
2330,2005-04-28,20855
2331,2005-04-29,20904
2332,2005-05-02,20971
2333,2005-05-03,21034
2334,2005-05-04,21109
2335,2005-05-05,21051
2336,2005-05-06,21145
2337,2005-05-09,21243
2338,2005-05-10,21331
2339,2005-05-11,21508
2340,2005-05-12,21580
2341,2005-05-13,21657
2342,2005-05-16,21660
2343,2005-05-17,21715
2344,2005-05-18,21826
2345,2005-05-19,21889
2346,2005-05-20,21760
2347,2005-05-23,21865
2348,2005-05-24,21988
2349,2005-05-26,21971
2350,2005-05-27,22058
2351,2005-05-30,22058
2352,2005-05-31,22103
2353,2005-06-01,22257
2354,2005-06-02,21986
2355,2005-06-03,22172
2356,2005-06-06,22192
2357,2005-06-07,22299
2358,2005-06-08,22444
2359,2005-06-09,22300
2360,2005-06-10,22346
2361,2005-06-13,22415
2362,2005-06-14,22475
2363,2005-06-15,22593
2364,2005-06-16,22701
2365,2005-06-17,22508
2366,2005-06-21,22580
2367,2005-06-22,22718
2368,2005-06-23,22900
2369,2005-06-24,22998
2370,2005-06-27,23133
2371,2005-06-28,23155
2372,2005-06-29,23003
2373,2005-06-30,23052
2374,2005-07-01,23127
2375,2005-07-04,23128
2376,2005-07-05,23130
2377,2005-07-06,23206
2378,2005-07-07,23300
2379,2005-07-08,23466
2380,2005-07-11,23485
2381,2005-07-12,23776
2382,2005-07-13,23743
2383,2005-07-14,23974
2384,2005-07-15,23943
2385,2005-07-18,23958
2386,2005-07-19,24017
2387,2005-07-20,24136
2388,2005-07-21,24614
2389,2005-07-22,24668
2390,2005-07-25,24685
2391,2005-07-26,24757
2392,2005-07-27,24785
2393,2005-07-28,24841
2394,2005-07-29,25105
2395,2005-08-01,25151
2396,2005-08-02,25238
2397,2005-08-03,25450
2398,2005-08-04,24820
2399,2005-08-05,24624
2400,2005-08-08,24837
2401,2005-08-09,24947
2402,2005-08-10,25100
2403,2005-08-11,25219
2404,2005-08-12,25086
2405,2005-08-16,25130
2406,2005-08-17,25151
2407,2005-08-18,25191
2408,2005-08-19,25171
2409,2005-08-22,25090
2410,2005-08-23,25104
2411,2005-08-24,25086
2412,2005-08-25,25150
2413,2005-08-26,25161
2414,2005-08-29,25173
2415,2005-08-30,25174
2416,2005-08-31,25252
2417,2005-09-01,25370
2418,2005-09-02,25509
2419,2005-09-05,25515
2420,2005-09-06,25554
2421,2005-09-07,25715
2422,2005-09-08,25765
2423,2005-09-09,25643
2424,2005-09-12,25634
2425,2005-09-13,25664
2426,2005-09-14,25707
2427,2005-09-15,25623
2428,2005-09-16,25690
2429,2005-09-19,25694
2430,2005-09-20,25434
2431,2005-09-21,25456
2432,2005-09-22,25491
2433,2005-09-23,25507
2434,2005-09-26,25514
2435,2005-09-27,25558
2436,2005-09-28,25563
2437,2005-09-29,25506
2438,2005-09-30,25614
2439,2005-10-03,25821
2440,2005-10-04,25878
2441,2005-10-05,25927
2442,2005-10-06,26043
2443,2005-10-07,26105
2444,2005-10-11,26088
2445,2005-10-12,26094
2446,2005-10-13,26106
2447,2005-10-14,26168
2448,2005-10-17,25924
2449,2005-10-18,26002
2450,2005-10-19,25979
2451,2005-10-20,26003
2452,2005-10-21,26041
2453,2005-10-24,26003
2454,2005-10-25,26077
2455,2005-10-26,26119
2456,2005-10-27,26133
2457,2005-10-28,26143
2458,2005-10-31,26548
2459,2005-11-01,26511
2460,2005-11-02,26536
2461,2005-11-03,26525
2462,2005-11-04,26322
2463,2005-11-07,26320
2464,2005-11-08,26429
2465,2005-11-09,26472
2466,2005-11-10,26508
2467,2005-11-11,26491
2468,2005-11-14,26493
2469,2005-11-15,26473
2470,2005-11-16,26579
2471,2005-11-17,26570
2472,2005-11-18,26566
2473,2005-11-21,26638
2474,2005-11-22,26543
2475,2005-11-23,26546
2476,2005-11-24,26549
2477,2005-11-25,26549
2478,2005-11-28,26494
2479,2005-11-29,26531
2480,2005-11-30,26525
2481,2005-12-01,26584
2482,2005-12-02,26577
2483,2005-12-05,26652
2484,2005-12-06,26673
2485,2005-12-07,26705
2486,2005-12-09,26700
2487,2005-12-12,26709
2488,2005-12-13,26704
2489,2005-12-14,26830
2490,2005-12-15,26896
2491,2005-12-16,27438
2492,2005-12-19,27523
2493,2005-12-20,27352
2494,2005-12-21,27640
2495,2005-12-22,27759
2496,2005-12-23,27947
2497,2005-12-26,27952
2498,2005-12-27,28089
2499,2005-12-28,28104
2500,2005-12-29,28120
2501,2005-12-30,28077
2502,2005-12-31,28077
2503,2006-01-02,28078
2504,2006-01-03,18580
2505,2006-01-04,18578
2506,2006-01-05,18625
2507,2006-01-06,18735
2508,2006-01-09,18753
2509,2006-01-10,18788
2510,2006-01-11,18812
2511,2006-01-12,18824
2512,2006-01-13,18860
2513,2006-01-16,18876
2514,2006-01-17,18847
2515,2006-01-18,18893
2516,2006-01-19,18977
2517,2006-01-20,18992
2518,2006-01-23,19085
2519,2006-01-24,19418
2520,2006-01-25,19428
2521,2006-01-26,19494
2522,2006-01-27,19548
2523,2006-01-30,19610
2524,2006-01-31,19689
2525,2006-02-01,19968
2526,2006-02-02,19994
2527,2006-02-03,19886
2528,2006-02-06,19838
2529,2006-02-07,19879
2530,2006-02-08,19884
2531,2006-02-09,19910
2532,2006-02-10,19917
2533,2006-02-13,19959
2534,2006-02-14,20049
2535,2006-02-15,19608
2536,2006-02-16,19706
2537,2006-02-17,20059
2538,2006-02-20,20068
2539,2006-02-21,20134
2540,2006-02-22,20238
2541,2006-02-23,20283
2542,2006-02-24,20505
2543,2006-02-27,20495
2544,2006-02-28,20532
2545,2006-03-01,20570
2546,2006-03-02,20643
2547,2006-03-03,20586
2548,2006-03-06,20627
2549,2006-03-07,20709
2550,2006-03-08,20701
2551,2006-03-09,20756
2552,2006-03-10,20711
2553,2006-03-13,20717
2554,2006-03-14,20712
2555,2006-03-15,20730
2556,2006-03-16,20715
2557,2006-03-17,20817
2558,2006-03-20,20882
2559,2006-03-21,20917
2560,2006-03-22,20947
2561,2006-03-23,20956
2562,2006-03-27,21233
2563,2006-03-28,21423
2564,2006-03-29,21523
2565,2006-03-30,21533
2566,2006-03-31,21549
2567,2006-04-03,21562
2568,2006-04-04,21602
2569,2006-04-05,21665
2570,2006-04-06,21728
2571,2006-04-07,21708
2572,2006-04-10,21769
2573,2006-04-11,21835
2574,2006-04-12,21651
2575,2006-04-17,21622
2576,2006-04-18,21792
2577,2006-04-19,21889
2578,2006-04-20,21894
2579,2006-04-21,22007
2580,2006-04-24,22074
2581,2006-04-25,22200
2582,2006-04-26,22307
2583,2006-04-27,22333
2584,2006-04-28,22400
2585,2006-05-02,22515
2586,2006-05-03,22565
2587,2006-05-04,22667
2588,2006-05-05,23159
2589,2006-05-08,23328
2590,2006-05-09,23472
2591,2006-05-10,23553
2592,2006-05-11,23677
2593,2006-05-12,23904
2594,2006-05-15,23854
2595,2006-05-16,23937
2596,2006-05-17,23937
2597,2006-05-18,23994
2598,2006-05-19,23987
2599,2006-05-22,24015
2600,2006-05-23,24183
2601,2006-05-24,24089
2602,2006-05-26,24163
2603,2006-05-29,24165
2604,2006-05-30,24194
2605,2006-05-31,24162
2606,2006-06-01,24110
2607,2006-06-02,24258
2608,2006-06-05,24320
2609,2006-06-06,24277
2610,2006-06-07,24552
2611,2006-06-08,24508
2612,2006-06-09,24574
2613,2006-06-12,24803
2614,2006-06-13,24763
2615,2006-06-14,24772
2616,2006-06-15,24898
2617,2006-06-16,24988
2618,2006-06-20,25044
2619,2006-06-21,25144
2620,2006-06-22,25174
2621,2006-06-23,25238
2622,2006-06-26,25309
2623,2006-06-27,25326
2624,2006-06-28,25281
2625,2006-06-29,25184
2626,2006-06-30,25490
2627,2006-07-03,25681
2628,2006-07-04,25687
2629,2006-07-05,25799
2630,2006-07-06,25894
2631,2006-07-07,25999
2632,2006-07-10,26003
2633,2006-07-11,26112
2634,2006-07-12,26075
2635,2006-07-13,26076
2636,2006-07-14,26077
2637,2006-07-17,26056
2638,2006-07-18,26088
2639,2006-07-19,26124
2640,2006-07-20,26179
2641,2006-07-21,26203
2642,2006-07-24,26160
2643,2006-07-25,26203
2644,2006-07-26,26238
2645,2006-07-27,26233
2646,2006-07-28,26214
2647,2006-07-31,26223
2648,2006-08-01,26248
2649,2006-08-02,26129
2650,2006-08-03,27020
2651,2006-08-04,26861
2652,2006-08-07,26943
2653,2006-08-08,26970
2654,2006-08-09,27075
2655,2006-08-10,26910
2656,2006-08-11,27010
2657,2006-08-14,26983
2658,2006-08-15,26838
2659,2006-08-16,27028
2660,2006-08-17,27052
2661,2006-08-18,26976
2662,2006-08-22,27188
2663,2006-08-23,27259
2664,2006-08-24,27300
2665,2006-08-25,27347
2666,2006-08-28,27222
2667,2006-08-29,27245
2668,2006-08-30,27367
2669,2006-08-31,27397
2670,2006-09-01,27410
2671,2006-09-04,27414
2672,2006-09-05,27459
2673,2006-09-06,27493
2674,2006-09-07,27472
2675,2006-09-08,27539
2676,2006-09-11,27553
2677,2006-09-12,27593
2678,2006-09-13,27607
2679,2006-09-14,27723
2680,2006-09-15,27774
2681,2006-09-18,27835
2682,2006-09-19,27860
2683,2006-09-20,27922
2684,2006-09-21,27905
2685,2006-09-22,27933
2686,2006-09-25,27984
2687,2006-09-26,28026
2688,2006-09-27,28132
2689,2006-09-28,28146
2690,2006-09-29,28048
2691,2006-10-02,28084
2692,2006-10-03,28099
2693,2006-10-04,28136
2694,2006-10-05,28169
2695,2006-10-06,28204
2696,2006-10-09,28191
2697,2006-10-10,28231
2698,2006-10-11,28233
2699,2006-10-12,28323
2700,2006-10-13,28226
2701,2006-10-17,28241
2702,2006-10-18,28213
2703,2006-10-19,28409
2704,2006-10-20,28434
2705,2006-10-23,28503
2706,2006-10-24,28665
2707,2006-10-25,28636
2708,2006-10-26,28720
2709,2006-10-27,28761
2710,2006-10-30,28994
2711,2006-10-31,29082
2712,2006-11-01,29097
2713,2006-11-02,29226
2714,2006-11-03,29237
2715,2006-11-07,29396
2716,2006-11-08,29505
2717,2006-11-09,29594
2718,2006-11-10,29626
2719,2006-11-13,29685
2720,2006-11-14,29748
2721,2006-11-15,29806
2722,2006-11-16,29813
2723,2006-11-17,29852
2724,2006-11-20,29946
2725,2006-11-21,30004
2726,2006-11-22,30083
2727,2006-11-23,30079
2728,2006-11-24,30141
2729,2006-11-27,30185
2730,2006-11-28,30252
2731,2006-11-29,30247
2732,2006-11-30,30328
2733,2006-12-01,30391
2734,2006-12-04,30421
2735,2006-12-05,30555
2736,2006-12-06,30624
2737,2006-12-07,30918
2738,2006-12-11,30959
2739,2006-12-12,31031
2740,2006-12-13,31039
2741,2006-12-14,31094
2742,2006-12-15,31065
2743,2006-12-18,31156
2744,2006-12-19,31196
2745,2006-12-20,31331
2746,2006-12-21,31424
2747,2006-12-22,31511
2748,2006-12-26,31580
2749,2006-12-27,31714
2750,2006-12-28,31863
2751,2006-12-29,32037
2752,2007-01-02,32124
2753,2007-01-03,32208
2754,2007-01-04,32256
2755,2007-01-05,32299
2756,2007-01-08,32350
2757,2007-01-09,32408
2758,2007-01-10,32478
2759,2007-01-11,32565
2760,2007-01-12,32697
2761,2007-01-15,32720
2762,2007-01-16,32790
2763,2007-01-17,32867
2764,2007-01-18,32901
2765,2007-01-19,33007
2766,2007-01-22,33064
2767,2007-01-23,33169
2768,2007-01-24,33253
2769,2007-01-25,33375
2770,2007-01-26,33414
2771,2007-01-29,33502
2772,2007-01-30,33592
2773,2007-01-31,33739
2774,2007-02-01,33781
2775,2007-02-02,33848
2776,2007-02-05,34100
2777,2007-02-06,33910
2778,2007-02-07,33958
2779,2007-02-08,34041
2780,2007-02-09,34035
2781,2007-02-12,34045
2782,2007-02-13,34043
2783,2007-02-14,34107
2784,2007-02-15,34129
2785,2007-02-16,34232
2786,2007-02-19,34239
2787,2007-02-20,34303
2788,2007-02-21,34401
2789,2007-02-22,34519
2790,2007-02-23,34637
2791,2007-02-26,34734
2792,2007-02-27,34813
2793,2007-02-28,34936
2794,2007-03-01,34998
2795,2007-03-02,35070
2796,2007-03-05,35107
2797,2007-03-06,35201
2798,2007-03-07,35260
2799,2007-03-08,35361
2800,2007-03-09,35463
2801,2007-03-12,35544
2802,2007-03-13,35604
2803,2007-03-14,35699
2804,2007-03-15,35840
2805,2007-03-16,36009
2806,2007-03-19,36041
2807,2007-03-20,36127
2808,2007-03-21,36190
2809,2007-03-22,36272
2810,2007-03-23,36382
2811,2007-03-26,36486
2812,2007-03-27,36570
2813,2007-03-28,36644
2814,2007-03-29,36739
2815,2007-03-30,36849
2816,2007-04-03,36894
2817,2007-04-04,37002
2818,2007-04-09,37104
2819,2007-04-10,37204
2820,2007-04-11,37292
2821,2007-04-12,37429
2822,2007-04-13,37509
2823,2007-04-16,37601
2824,2007-04-17,37744
2825,2007-04-18,37862
2826,2007-04-19,37921
2827,2007-04-20,38000
2828,2007-04-23,38110
2829,2007-04-24,38234
2830,2007-04-25,38333
2831,2007-04-26,38383
2832,2007-04-27,38483
2833,2007-04-30,38606
2834,2007-05-02,38733
2835,2007-05-03,38760
2836,2007-05-04,38844
2837,2007-05-07,38989
2838,2007-05-08,39115
2839,2007-05-09,39224
2840,2007-05-10,39290
2841,2007-05-11,39369
2842,2007-05-14,39478
2843,2007-05-15,39612
2844,2007-05-16,39700
2845,2007-05-17,39825
2846,2007-05-18,39896
2847,2007-05-21,39967
2848,2007-05-22,40069
2849,2007-05-23,40181
2850,2007-05-24,40263
2851,2007-05-28,40279
2852,2007-05-29,40372
2853,2007-05-30,40448
2854,2007-05-31,40581
2855,2007-06-01,40694
2856,2007-06-04,40805
2857,2007-06-05,41005
2858,2007-06-06,41086
2859,2007-06-07,41146
2860,2007-06-08,41206
2861,2007-06-11,41356
2862,2007-06-12,41609
2863,2007-06-13,41724
2864,2007-06-14,41889
2865,2007-06-15,42079
2866,2007-06-19,42230
2867,2007-06-20,42471
2868,2007-06-21,42605
2869,2007-06-22,42731
2870,2007-06-25,42809
2871,2007-06-26,42873
2872,2007-06-27,42958
2873,2007-06-28,43040
2874,2007-06-29,43157
2875,2007-07-02,43313
2876,2007-07-03,43390
2877,2007-07-04,43390
2878,2007-07-05,43437
2879,2007-07-06,43513
2880,2007-07-10,43597
2881,2007-07-11,43696
2882,2007-07-12,43800
2883,2007-07-13,43891
2884,2007-07-16,43936
2885,2007-07-17,44004
2886,2007-07-18,44058
2887,2007-07-19,44104
2888,2007-07-20,44181
2889,2007-07-23,44234
2890,2007-07-24,44234
2891,2007-07-25,44190
2892,2007-07-26,44186
2893,2007-07-27,44186
2894,2007-07-30,44189
2895,2007-07-31,44202
2896,2007-08-01,44153
2897,2007-08-02,44159
2898,2007-08-03,44002
2899,2007-08-06,43871
2900,2007-08-07,43901
2901,2007-08-08,43901
2902,2007-08-09,43885
2903,2007-08-10,43918
2904,2007-08-13,43904
2905,2007-08-14,43907
2906,2007-08-15,43759
2907,2007-08-16,43675
2908,2007-08-17,43722
2909,2007-08-21,43687
2910,2007-08-22,43714
2911,2007-08-23,43692
2912,2007-08-24,43539
2913,2007-08-27,43402
2914,2007-08-28,43265
2915,2007-08-29,43232
2916,2007-08-30,43123
2917,2007-08-31,43160
2918,2007-09-03,43170
2919,2007-09-04,43100
2920,2007-09-05,43022
2921,2007-09-06,43008
2922,2007-09-07,42997
2923,2007-09-10,42981
2924,2007-09-11,43020
2925,2007-09-12,43061
2926,2007-09-13,43060
2927,2007-09-14,43020
2928,2007-09-17,42789
2929,2007-09-18,42835
2930,2007-09-19,42826
2931,2007-09-20,42868
2932,2007-09-21,42769
2933,2007-09-24,42696
2934,2007-09-25,42739
2935,2007-09-26,42669
2936,2007-09-27,42749
2937,2007-09-28,42891
2938,2007-10-01,42774
2939,2007-10-02,42691
2940,2007-10-03,42618
2941,2007-10-04,42501
2942,2007-10-05,42700
2943,2007-10-08,42682
2944,2007-10-09,42609
2945,2007-10-10,42621
2946,2007-10-11,42620
2947,2007-10-12,42518
2948,2007-10-16,42550
2949,2007-10-17,42532
2950,2007-10-18,42611
2951,2007-10-19,42624
2952,2007-10-22,42588
2953,2007-10-23,42976
2954,2007-10-24,42932
2955,2007-10-25,42972
2956,2007-10-26,43032
2957,2007-10-29,42984
2958,2007-10-30,43025
2959,2007-10-31,43000
2960,2007-11-01,42987
2961,2007-11-02,43129
2962,2007-11-05,43131
2963,2007-11-07,43268
2964,2007-11-08,43304
2965,2007-11-09,43401
2966,2007-11-12,43416
2967,2007-11-13,43436
2968,2007-11-14,43515
2969,2007-11-15,43481
2970,2007-11-16,43615
2971,2007-11-19,44020
2972,2007-11-20,44180
2973,2007-11-21,44388
2974,2007-11-22,44407
2975,2007-11-23,44440
2976,2007-11-26,44535
2977,2007-11-27,44585
2978,2007-11-28,44618
2979,2007-11-29,44752
2980,2007-11-30,44860
2981,2007-12-03,44985
2982,2007-12-04,45121
2983,2007-12-05,45192
2984,2007-12-06,45321
2985,2007-12-07,45511
2986,2007-12-10,45566
2987,2007-12-11,45646
2988,2007-12-12,45721
2989,2007-12-13,45744
2990,2007-12-14,45722
2991,2007-12-17,45727
2992,2007-12-18,45834
2993,2007-12-19,45862
2994,2007-12-20,45905
2995,2007-12-21,46025
2996,2007-12-26,46068
2997,2007-12-27,46095
2998,2007-12-28,46176
2999,2008-01-02,46292
3000,2008-01-03,46357
3001,2008-01-04,46362
3002,2008-01-07,46520
3003,2008-01-08,46594
3004,2008-01-09,46564
3005,2008-01-10,46686
3006,2008-01-11,46748
3007,2008-01-14,46934
3008,2008-01-15,46929
3009,2008-01-16,46987
3010,2008-01-17,47042
3011,2008-01-18,47009
3012,2008-01-21,47029
3013,2008-01-22,47076
3014,2008-01-23,47158
3015,2008-01-24,47313
3016,2008-01-25,47341
3017,2008-01-28,47483
3018,2008-01-29,47491
3019,2008-01-30,47540
3020,2008-01-31,47660
3021,2008-02-01,47755
3022,2008-02-04,47918
3023,2008-02-05,47903
3024,2008-02-06,48004
3025,2008-02-07,48037
3026,2008-02-08,48090
3027,2008-02-11,48159
3028,2008-02-12,48217
3029,2008-02-13,48261
3030,2008-02-14,48342
3031,2008-02-15,48403
3032,2008-02-18,48407
3033,2008-02-19,48524
3034,2008-02-20,48544
3035,2008-02-21,48688
3036,2008-02-22,48857
3037,2008-02-25,48935
3038,2008-02-26,49034
3039,2008-02-27,49104
3040,2008-02-28,49161
3041,2008-02-29,49261
3042,2008-03-03,49338
3043,2008-03-04,49369
3044,2008-03-05,49479
3045,2008-03-06,49506
3046,2008-03-07,49599
3047,2008-03-10,49714
3048,2008-03-11,49814
3049,2008-03-12,50037
3050,2008-03-13,50038
3051,2008-03-14,50067
3052,2008-03-17,50238
3053,2008-03-18,50412
3054,2008-03-19,50391
3055,2008-03-25,50475
3056,2008-03-26,50502
3057,2008-03-27,50517
3058,2008-03-28,50481
3059,2008-03-31,50464
3060,2008-04-01,50426
3061,2008-04-03,50456
3062,2008-04-04,50396
3063,2008-04-07,50475
3064,2008-04-08,50388
3065,2008-04-09,50395
3066,2008-04-10,50358
3067,2008-04-11,50391
3068,2008-04-14,50476
3069,2008-04-15,50386
3070,2008-04-16,50415
3071,2008-04-17,50399
3072,2008-04-18,50260
3073,2008-04-21,50262
3074,2008-04-22,50263
3075,2008-04-23,50280
3076,2008-04-24,50275
3077,2008-04-25,50169
3078,2008-04-28,50169
3079,2008-04-29,50152
3080,2008-04-30,50247
3081,2008-05-02,50201
3082,2008-05-05,50213
3083,2008-05-06,50202
3084,2008-05-07,50199
3085,2008-05-08,50223
3086,2008-05-09,50175
3087,2008-05-12,50051
3088,2008-05-13,49705
3089,2008-05-14,49400
3090,2008-05-15,49181
3091,2008-05-16,49096
3092,2008-05-19,48958
3093,2008-05-20,48840
3094,2008-05-21,48844
3095,2008-05-22,49021
3096,2008-05-23,49005
3097,2008-05-26,49038
3098,2008-05-27,48822
3099,2008-05-28,48737
3100,2008-05-29,48626
3101,2008-05-30,48588
3102,2008-06-02,48514
3103,2008-06-03,48485
3104,2008-06-04,48411
3105,2008-06-05,48369
3106,2008-06-06,48317
3107,2008-06-09,48178
3108,2008-06-10,48068
3109,2008-06-11,48003
3110,2008-06-12,47929
3111,2008-06-13,47709
3112,2008-06-17,47696
3113,2008-06-18,47632
3114,2008-06-19,47644
3115,2008-06-20,47701
3116,2008-06-23,47668
3117,2008-06-24,47680
3118,2008-06-25,47754
3119,2008-06-26,47731
3120,2008-06-27,47598
3121,2008-06-30,47516
3122,2008-07-01,47524
3123,2008-07-02,47549
3124,2008-07-03,47518
3125,2008-07-04,47497
3126,2008-07-07,47544
3127,2008-07-08,47531
3128,2008-07-10,47572
3129,2008-07-11,47603
3130,2008-07-14,47633
3131,2008-07-15,47637
3132,2008-07-16,47683
3133,2008-07-17,47676
3134,2008-07-18,47650
3135,2008-07-21,47649
3136,2008-07-22,47627
3137,2008-07-23,47616
3138,2008-07-24,47676
3139,2008-07-25,47650
3140,2008-07-28,47644
3141,2008-07-29,47670
3142,2008-07-30,47588
3143,2008-07-31,47545
3144,2008-08-01,47692
3145,2008-08-04,47651
3146,2008-08-05,47615
3147,2008-08-06,47595
3148,2008-08-07,47535
3149,2008-08-08,47461
3150,2008-08-11,47415
3151,2008-08-12,47423
3152,2008-08-13,47452
3153,2008-08-14,47364
3154,2008-08-15,46978
3155,2008-08-19,47079
3156,2008-08-20,47165
3157,2008-08-21,47252
3158,2008-08-22,47204
3159,2008-08-25,47180
3160,2008-08-26,47114
3161,2008-08-27,47097
3162,2008-08-28,47122
3163,2008-08-29,47090
3164,2008-09-01,47081
3165,2008-09-02,47088
3166,2008-09-03,47035
3167,2008-09-04,46974
3168,2008-09-05,47068
3169,2008-09-08,47001
3170,2008-09-09,47096
3171,2008-09-10,47062
3172,2008-09-11,46963
3173,2008-09-12,46964
3174,2008-09-15,47053
3175,2008-09-16,47001
3176,2008-09-17,47085
3177,2008-09-18,47070
3178,2008-09-19,47106
3179,2008-09-22,47099
3180,2008-09-23,47157
3181,2008-09-24,47040
3182,2008-09-25,47199
3183,2008-09-26,47171
3184,2008-09-29,47115
3185,2008-09-30,47121
3186,2008-10-01,47152
3187,2008-10-02,47126
3188,2008-10-03,47064
3189,2008-10-06,47019
3190,2008-10-07,46994
3191,2008-10-08,47035
3192,2008-10-09,46973
3193,2008-10-10,46528
3194,2008-10-14,46765
3195,2008-10-15,46980
3196,2008-10-16,46922
3197,2008-10-17,46859
3198,2008-10-20,46787
3199,2008-10-21,46773
3200,2008-10-22,46708
3201,2008-10-23,46708
3202,2008-10-24,46383
3203,2008-10-27,46136
3204,2008-10-28,45815
3205,2008-10-29,45554
3206,2008-10-30,45436
3207,2008-10-31,44941
3208,2008-11-03,44973
3209,2008-11-04,45031
3210,2008-11-05,45183
3211,2008-11-07,45189
3212,2008-11-10,45443
3213,2008-11-11,45483
3214,2008-11-12,45526
3215,2008-11-13,45587
3216,2008-11-14,45807
3217,2008-11-17,46000
3218,2008-11-18,45991
3219,2008-11-19,45922
3220,2008-11-20,45970
3221,2008-11-21,46059
3222,2008-11-24,46102
3223,2008-11-25,46115
3224,2008-11-26,46059
3225,2008-11-27,46075
3226,2008-11-28,46072
3227,2008-12-01,46066
3228,2008-12-02,46109
3229,2008-12-03,46084
3230,2008-12-04,46090
3231,2008-12-05,46054
3232,2008-12-09,46270
3233,2008-12-10,46239
3234,2008-12-11,46131
3235,2008-12-12,45876
3236,2008-12-15,45906
3237,2008-12-16,45997
3238,2008-12-17,46235
3239,2008-12-18,46242
3240,2008-12-19,46297
3241,2008-12-22,46363
3242,2008-12-23,46389
3243,2008-12-24,46374
3244,2008-12-26,46407
3245,2008-12-29,46577
3246,2008-12-30,46362
3247,2008-12-31,46386
3248,2009-01-02,46408
3249,2009-01-05,46273
3250,2009-01-06,46331
3251,2009-01-07,46456
3252,2009-01-08,46567
3253,2009-01-09,46669
3254,2009-01-12,46660
3255,2009-01-13,46755
3256,2009-01-14,46803
3257,2009-01-15,46824
3258,2009-01-16,46967
3259,2009-01-19,46964
3260,2009-01-20,46993
3261,2009-01-21,46951
3262,2009-01-22,47006
3263,2009-01-23,47026
3264,2009-01-26,47048
3265,2009-01-27,47058
3266,2009-01-28,47062
3267,2009-01-29,47105
3268,2009-01-30,47009
3269,2009-02-02,47044
3270,2009-02-03,47034
3271,2009-02-04,47029
3272,2009-02-05,47035
3273,2009-02-06,47027
3274,2009-02-09,47041
3275,2009-02-10,47051
3276,2009-02-11,47067
3277,2009-02-12,47122
3278,2009-02-13,47169
3279,2009-02-16,47157
3280,2009-02-17,47036
3281,2009-02-18,47025
3282,2009-02-19,47034
3283,2009-02-20,47047
3284,2009-02-23,47065
3285,2009-02-24,47053
3286,2009-02-25,47049
3287,2009-02-26,46995
3288,2009-02-27,47025
3289,2009-03-02,47040
3290,2009-03-03,47024
3291,2009-03-04,47009
3292,2009-03-05,46983
3293,2009-03-06,46964
3294,2009-03-09,46796
3295,2009-03-10,46988
3296,2009-03-11,46960
3297,2009-03-12,46943
3298,2009-03-13,46972
3299,2009-03-16,47004
3300,2009-03-17,46972
